,0
3916,"Yes, we're dreamers. We want it all. We want a peaceful world. We want an egalitarian world. We don't want war. We don't want capitalism. We want a decent society."
3917,"I am not an absolute pacifist, because I can't rule out the possibility that under some, carefully defined circumstances, some degree of violence may be justified, if it is focused directly at a great evil."
3918,"Democracy depends on citizens being informed, and since our media, especially television (which is the most important source of news for most Americans) reports mostly what the people in power do, and repeats what the people in power say, the public is badly informed, and it means we cannot really say we have a functioning democracy."
3919,War is terrorism ... Terrorism is the willingness to kill large numbers of people for some presumably good cause. That's what terrorists are about.
3920,
3921,
3922,"Behind the deceptive words designed to entice people into supporting violence -- words like democracy, freedom, self-defense, national security -- there is the reality of enormous wealth in the hands of a few, while billions of people in the world are hungry, sick, homeless."
3923,"I see this as the central issue of our time: how to find a substitute for war in human ingenuity, imagination, courage, sacrifice, patience... War is not inevitable, however persistent it is, however long a history it has in human affairs. It does not come out of some instinctive human need. It is manufactured by political leaders, who then must make a tremendous effort--by enticement, by propaganda, by coercion--to mobilize a normally reluctant population to go to war."
3924,"History is instructive. And what it suggests to people is that even if they do little things, if they walk on the picket line, if they join a vigil, if they write a letter to their local newspaper. Anything they do, however small, becomes part of a much, much larger sort of flow of energy. And when enough people do enough things, however small they are, then change takes place."
3925,"Because of the control of the media by corporate wealth, the discovery of truth depends on an alternative media, such as small radio stations, networks, programs. Also, alternative newspapers, which exist all over the country. Also, cable TV programs, which are not dependent on commercial advertising. Also, the internet, which can reach millions of people by-passing the conventional media."
3926,"Memorial Day will be celebrated ... by the usual betrayal of the dead, by the hypocritical patriotism of the politicians and contractors preparing for more wars, more graves to receive more flowers on future Memorial Days. The memory of the dead deserves a different dedication. To peace, to defiance of governments."
3927,"George Orwell said, ""Whoever controls the past controls the future,"" by which he meant that history is incredibly important in shaping the world view of the next generation of people."
3928,The problem in this world is not civil disobedience...th e problem in this world is civil obedience.
3929,"One percent of the nation owns a third of the wealth. The rest of the wealth is distributed in such a way as to turn those in the 99 percent against one another: small property owners against the propertyless, black against white, native-born against foreign-born, intellectuals and professionals against the uneducated and the unskilled. These groups have resented one another and warred against one another with such vehemence and violence as to obscure their common position as sharers of leftovers in a very wealthy country."
3930,
3931,We are living in dangerously weird times now. Smart people just shrug and admit they're dazed and confused. The only ones left with any confidence at all are the New Dumb. It is the beginning of the end of our world as we knew it. Doom is the operative ethic.
3932,Life has become immeasurably better since I have been forced to stop taking it seriously.
3933,The downward spiral of Dumbness in America is about to hit a new low.
3934,Insanity is a legal term. Crazy is an art form.
3935,The main problem in any democracy is that crowd-pleasers are generally brainless swine who can go out on a stage & whup their supporters into an orgiastic frenzy - then go back to the office & sell every one of the poor bastards down the tube for a nickel apiece. Probably the rarest form of life in American politics is the man who can turn on a crowd & still keep his head straight - assuming it was straight in the first place.
3936,"We are all alone, born alone, die alone, and -- in spite of True Romance magazines -- we shall all someday look back on our lives and see that, in spite of our company, we were alone the whole way. I do not say lonely -- at least, not all the time -- but essentially, and finally, alone. This is what makes your self-respect so important, and I don't see how you can respect yourself if you must look in the hearts and minds of others for your happiness."
3937,"When the going gets weird, the weird turn pro."
3938,"Every man is the sum total of his reactions to experience. As your experiences differ and multiply, you become a different man, and hence your perspective changes. This goes on and on. Every reaction is a learning process; every significant experience alters your perspective."
3939,I learned a long time ago that reality was much weirder than anyone's imagination.
3940,Hope rises and dreams flicker and die. Love plans for tomorrow and loneliness thinks of yesterday. Life is beautiful and living is pain.
3941,Human beings are the only creatures on earth that claim a God and the only thing that behaves like it hasn't got one.
3942,Beware of looking for goals: look for a way of life. Decide how you want to live and then see what you can do to make a living WITHIN that way of life.
3943,"Anybody who thinks that 'it doesn't matter who's President' has never been Drafted and sent off to fight and die in a vicious, stupid war on the other side of the world-or been beaten and gassed by Police for trespassing on public property-or been hounded by the IRS for purely political reasons-or locked up in the Cook County Jail with a broken nose and no phone access and twelve perverts wanting to stomp your ass in the shower. That is when it matters who is President or Governor or Police Chief. That is when you will wish you had voted."
3944,"On some nights, I still believe that a car with the gas needle on empty can run about fifty more miles if you have the right music very loud on the radio."
3945,"Sleep late, have fun, get wild, drink whisky and drive fast on empty streets with nothing in mind but falling in love and not getting arrested."
3946,You won't find reasonable men on the tops of tall mountains.
3947,A man who procrastinates in his choosing will inevitably have his choice made for him by circumstance.
3948,"They say that ""he who flies highest, falls farthest"" - and who am I to argue? But we can't forget that ""he who doesn't flap his wings, never flies at all""."
3949,Anything that gets your blood racing is probably worth doing.
3950,"Never turn your back on fear. It should always be in front of you, like a thing that might have to be killed."
3951,"So we shall let the reader answer this question for himself: who is the happier man, he who has braved the storm of life and lived or he who has stayed securely on shore and merely existed?"
3952,Never fire a warning shot. It is a waste of ammunition.
3953,"Coming of age in a fascist police state will not be a barrel of fun for anybody, much less for people like me, who are not inclined to suffer Nazis gladly and feel only contempt for the cowardly flag-suckers who would gladly give up their outdated freedom to live for the mess of pottage they have been conned into believing will be freedom from fear."
3954,Love plans for tomorrow and loneliness thinks of yesterday.
3955,
3956,Anyone who criticizes you cares about your friendship. Anyone who makes light of your faults cares nothing about you.
3957,"If you advise someone on the condition that they have to accept it, then you are an oppressor."
3958,"What indicates a person’s weak religion and fear of God, is that he seeks for an opinion that suits his desire."
3959,Truthfulness is composed of justice and courage.
3960,"Do not use your energy except for a cause more noble than yourself. Such a cause cannot be found except in Almighty God Himself: to preach the truth, to defend womanhood, to repel humiliation which your Creator has not imposed upon you, to help the oppressed. Anyone who uses his energy for the sake of the vanities of the world is like someone who exchanges gemstones for gravel. There is no nobility in anyone who lacks faith. The wise man knows that the only fitting price for his soul is a place in Paradise."
3961,There are two things that if you do them you will attain the good of this world and the hereafter; [They are] that you bear what you dislike if it is beloved to Allah and you leave what you like if it is disliked by Allah.
3962,One hour of neglect can undo a year of pious effort.
3963,"""When we contemplate the duration of the universe, we see it limited to the present moment, which is nothing more but the point which separates two infinities of time. The past and the future are as meaningless as if they did not exist. Is anyone more misguided than the man who barters an eternal future for a moment which passes quicker than the blink of an eye?."""
3964,Glad-tidings to he who knows his own faults more than other people know it.
3965,"If your pride leads you to boast, 
you will be doubly guilty,
because your intelligence will have shown
that it is incapable of controlling your pride."
3966,Knowledge no longer exists if one has ignored the attributes of the Almighty Great Creator.
3967,"Anyone who rises above the things of this world, to which you kneel, is mightier than you."
3968,"Of Love--may God exalt you! -the first part is jesting, and the last part is right earnestness. So majestic are its diverse aspects, they are too subtle to be described; their reality can only be apprehended by personal experience. Love is neither disapproved by Religion, nor prohibited by the Law; for every heart is in God's hands."
3969,The wise man knows the only fitting price for his soul is a place in Paradise.
3970,"If you are proud of your descent from virtuous ancestors, how empty their virtue will leave your hands if you yourself are not virtuous. How little pride your ancestors will have in you in this world and the next if you do no good! All men are children of Adam whom Allah created by His own Hands, giving him paradise for a dwelling place and letting His angels bow down before him. But how little is the advantage from this since all the vices dwell in mankind and all the wicked impious people are among their number."
3971,"Two kinds of people live a life without care: one kind are extremely worthy of praise, the other kind are extremely worthy of criticism. The first are those who care nothing for the pleasures of the world and the second (i.e. those who are deserving of criticism) care nothing for haya or modesty."
3972,"If there is someone in need whom you wish to help, whether the initiative came from him or from you, do no more than he expects of you, not what you might personally wish to do. If you overstep the mark, you will not deserve thanks, but blame from him and others and you will attract hostility, not friendship."
3973,"No one is moved to act, or resolves to speak a single word, who does not hope by means of this action or word to release anxiety from his spirit."
3974,We should think of those who were famous for their good deeds or their bad deeds; did their fame raise them one single degree in the sight of Allah. Did it win them a reward that they had not already won by their actions during their life?
3975,"And though the years before I die 
 Stretch out interminably, I 
 Shall only count my life in truth 
 As that brief hour of happy youth."
3976,
3977,"A real man is one who fears the death of his heart, not of his body."
3978,"Happiness is attained by three things: being patient when tested, being thankful when receiving a blessing, and being repentant upon sinning."
3979,When Allah tests you it is never to destroy you. When He removes something in your possession it is only in order to empty your hands for an even greater gift.
3980,A person’s tongue can give you the taste of his heart.
3981,"If a heart becomes attached to anything other than Allah, Allah makes him dependent on what he is attached to. And he will be betrayed by it."
3982,"If you knew the true value of yourself, you will never allow yourself to be humiliated by committing sins."
3983,There are six stages to knowledge: Firstly: Asking questions in a good manner. Secondly: Remaining quiet and listening attentively. Thirdly: Understanding well. Fourthly: Memorising. Fifthly: Teaching. Sixthly- and it is its fruit: Acting upon the knowledge and keeping to its limits.
3984,Be sincere in your aim and you will find the support of Allaah surrounding you.
3985,"Had Allah lifted the veil for his slave and shown him how He handles his affairs for him, and how Allah is more keen for the benefit of the slave than his own self, his heart would have melted out of the love for Allah and would have been torn to pieces out of thankfulness to Allah. Therefore if the pains of this world tire you, do not grieve. For it may be that Allah wishes to hear your voice by way of Dua'a. So pour out your desires in prostration and forget about it and know; that verily Allah does not forget it."
3986,Women are one half of society which gives birth to the other half so it is as if they are the entire society.
3987,Patience is that the heart does not feel anger towards that which is destined and that the mouth does not complain.
3988,How strange! You lose a little from you and you cry. And your whole life is wasting and you're laughing
3989,"Truly in the heart there is a void that can not be removed except with the company of Allah. And in it there is a sadness that can not be removed except with the happiness of knowing Allah and being true to Him. And in it there is an emptiness that can not be filled except with love for Him and by turning to Him and always remembering Him. And if a person were given all of the world and what is in it, it would not fill this emptiness."
3990,"A slave stands infront of Allah on two occasions. The first during salah, and secondly on the Day of Judgment. Whoseover stands correctly in the first, the second standing will be made easier for him. And whosoever, disregards the first standing, the second standing will be extremely difficult."
3991,"If you wish to check how much you love Allah, then see how much your heart loves the Quran, and you will know the answer."
3992,"When Allah granted Prophet Yoosuf (`alayhis-Salaam) physical beauty it caused him to be locked up in the prison; but when Allah granted him knowledge (when he interpreted the dream of the king) it not only took him out of prison, but elevated his rank in society, clearly showing us the virtue of knowledge and that physical beauty does not mean anything."
3993,"Beware of every hour and how it passes, and only spend it in the best possible way, do not neglect yourself, but render it accustomed to the noblest and best of actions, and send to your grave that which will please you when you arrive to it."
3994,"When there is money in your hand and not in your heart, it will not harm you even if it is a lot; and when it is in your heart, it will harm you even if there is none in your hands."
3995,"Speech remains as a slave to you, but the moment it leaves your mouth, you become its slave."
3996,"As long as you are performing prayer, you are knocking at the door of Allah, and whoever is knocking at the door of Allah, Allah will open it for him."
3997,Sitting with the poor and less fortunate people removes the ego and pride from your heart.
3998,"Be to Allah as He wishes, and He will be to you more than you can wish for."
3999,The soul will never become pious and purified except through undergoing afflictions. It is the same as gold that can never be pure except after removing all the base metals in it.
4000,"From the perfection of Allah's ihsan is that He allows His slave to taste the bitterness of the break before the sweetness of the mend. So He does not break his believing slave, except to mend him. And He does not withhold from him, except to give him. And He does not test him (with hardship), except to cure him."
4001,
4002,Don’t depend too much on anyone in this world because even your own shadow leaves you when you are in darkness.
4003,"What really counts are good endings, not flawed beginnings."
4004,A calamity that makes you turn to Allah is better for you then a blessing which makes you forget the remembrance of Allah
4005,"If I remained silent and you remained silent, then who will teach the ignorant?"
4006,"What can my enemies do to me? My paradise is in my heart, it is with me wherever I go. To imprison me is to provide me with seclusion. To send me into exile is to send me away in the Path of Allah. And to kill me is to make me a martyr."
4007,"The disease that knowledge brings is arrogance, and the disease that worship brings is showing off"
4008,"Allah will support the just state even if it is led by unbelievers, but Allah will not support the oppressive state even if it is led by believers"
4009,Dhikr (remembrance of Allah) is to the heart as water is to a fish; see what happens to a fish when it is taken out of water
4010,"Seek (beneficial) knowledge, 
 because seeking it for the sake of Allaah is a worship. 
 And knowing it makes you more God-fearing; 
 and searching for it is jihad, 
 teaching it to those who do not know is charity, 
 reviewing and learning it more is like tasbeeh. 
 Through knowledge Allaah will be known and worshiped."
4011,The sincere hearts and the pious supplications are soldiers which can never be defeated
4012,"You should not look at what the person used to do, rather you should 
 look at what kind of person they are today. The one who gets bogged 
 down about people's pasts, is just like Iblees who said to Allaah, 
 “You created me from fire and you created him from clay”."
4013,"Make tawba not just for sins you've committed, but also for obligations you haven't fulfilled."
4014,"It is strange that a person may find it easy to protect himself from: eating Haraam, oppression and injustice, adultery, theft, drinking khamr (alcoholic drinks), and from unlawful looking, but it is hard for him to restrain the movement of his tongue. How often do we see people who are very cautious about falling into shameful deeds or injustice, but their tongue lashes against the living and the dead and they don't mind it?"
4015,"If you do good in secret, Allah will shower His good on you in public."
4016,"When people help one another in sin and transgression, they finish by hating each other."
4017,"How many of us would be able to overcome our desires and resist the temptation of sin? How many of us even lower our gaze when we look upon something that we are not supposed to? The real prisoner is the one whose heart has been kept away from remembering his Lord, and the real captive is the one who has been captivated by his whims and desires."
4018,Guidance is not attained except with knowledge and correct direction is not attained except with patience.
4019,"When someone offends me, I think it’s a gift from Allah (god). He (Allah) is teaching me humility."
4020,"Everyone experiences bouts of jealousy; but the dignified person conceals it, while the vulgar one acts upon it"
4021,"A believer to another believer is like two hands, one washes the other (correcting each other)."
4022,"Whatever is not done by the permission of Allah will not happen, and what is not done for the sake of Allah will not benefit or remain."
4023,"Allah guards the justice loving government, even if it is the government of non-Muslims, and destroys the tyrant government, even if it is the government of Muslims."
4024,"The highest degree of love is Tatayyum (total enthrallment). The lowest degree is 'alaqah (attachment), when the heart is attached to the beloved: then comes sabahah (infatuation), when the heart is poured out: then gharam (passion), when love never leaves the heart: the nashaq (ardent love), and finally tatayyum."
4025,"Beautiful leaving (hajr), is to leave without harming, beautiful pardoning is to pardon without rebuking, and beautiful patience is to be patient without complaining."
4026,
4027,
4028,
4029,
4030,
4031,
4032,"Keep doin' what you're doin', fall in love with what you're creating, and everything else will fall into place."
4033,Today I didn't even have to even use my A.K ! I got to say it was a good day
4034,"I think, to me, reality is better than being fake."
4035,
4036,I think the worst thing you can do about a situation is nothing.
4037,"Sometimes, when you want to laugh, reality steps in."
4038,"Money comes and goes, but your inner feelings, your gut feelings, your manhood, your womanhood, whatever, that stays with you. That don't go anywhere. So you either proud of who you are and how you handle situations or you not. If you handle a situation wrong, you, it will haunt you."
4039,"If I only had 24 hours to live, I would spend the time telling everybody I love that I love them."
4040,"Humpty Dumpty sat on the wall with a joint, drinking some eight-ball."
4041,"Don't worry about being a star, worry about doing good work, and all that will come to you."
4042,
4043,"You can't pussyfoot around. When you're talking to lions, you can't meow like a pussycat."
4044,
4045,"Doing it your own way, not having to go exactly by the book to be successful."
4046,"There's nothing wrong with starting off in a box, but you got to have a plan to come out that box."
4047,"I wish the world would become what God wanted it to be in the first place, before we tampered with it."
4048,"I think people, if you really want to be happy, you have to find God yourself, and you're going to have to have a personal, one-on-one relationship and not look to get through these traditions or these rituals and all this crazy stuff when you could talk to him right here, right now, anytime, anywhere, any place, from any position. And that's the kind of relationship you want, not a standard."
4049,"You can do anything in the world if you say ""Hey man, don't blame me, the devil made me do it. It's an easy way to escape responsibility."""
4050,"If you give anybody the chance, they can always make a decent human being out of themselves. It's the people that don't have a chance, that we look down at like they're monsters or they're animals or that they want something different than the rest of us."
4051,
4052,"We recognize a tree by its fruit, and we ought to be able to recognize a Christian by his action.  The fruit of faith should be evident in our lives, for being a Christian is more than making sound professions of faith.  It should reveal itself in practical and visible ways.  Indeed it is better to keep quiet about our beliefs, and live them out, than to talk eloquently about what we believe, but fail to live by it."
4053,"Do not have Jesus Christ on your lips, and the world in your heart."
4054,"My dear Jesus, my Savior, is so deeply written in my heart, that I feel confident, that if my heart were to be cut open and chopped to pieces, the name of Jesus would be found written on every piece."
4055,It is better to be silent and be real than to talk and not be real.
4056,Christianity is greatest when it is hated by the world.
4057,"See that ye all follow the bishop, even as Jesus Christ does the Father, and the presbytery as ye would the apostles; and reverence the deacons, as being the institution of God. Let no man do anything connected with the Church without the bishop. [] Wherever the bishop shall appear, there let the multitude [of the people] also be; even as, wherever Jesus Christ is, there is the Catholic Church. [] Whatsoever [the bishop] shall approve of, that is also pleasing to God, so that everything that is done may be secure and valid."
4058,"It is right, therefore, that we not just be called Christians, but that we actually be Christians."
4059,"I am writing to all the Churches and I enjoin all, that I am dying willingly for God's sake, if only you do not prevent it. I beg you, do not do me an untimely kindness. Allow me to be eaten by the beasts, which are my way of reaching to God. I am God's wheat, and I am to be ground by the teeth of wild beasts, so that I may become the pure bread of Christ."
4060,"Take heed often to come together to give thanks to God and show forth His praise. For when you assemble frequently in the same place, the powers of Satan are destroyed, and the destruction at which he aims is prevented by the unity of your faith."
4061,"It is impossible for a man to be freed from the habit of sin before he hates it, just as it is impossible to receive forgiveness before confessing his trespasses."
4062,"No earthly pleasures, no kingdoms of this world can benefit me in any way. I prefer death in Christ Jesus to power over the farthest limits of the earth. He who died in place of us is the one object of my quest. He who rose for our sakes is my one desire. Do not talk about Jesus Christ as long as you love this world."
4063,Do everything as if He were dwelling in us. Thus we shall be His temples and He will be within us as our God - as He actually is.
4064,"Now do I begin to be a disciple of Christ, and care for nothing in this world, that so I may find Jesus. Let fire, or the cross, or wild beasts, or the breaking of my bones, or the cutting of me to pieces, or the shattering of my whole body, yea, all the tortures of the devil - let them all come upon me, only let me enjoy my God."
4065,"Wherever the bishop shall appear, there let the multitude also be; even as, wherever Jesus Christ is, there is the Catholic Church."
4066,"I wish not merely to be called Christian, but also to be Christian."
4067,"A Christian is not his own master, since all his time belongs to God."
4068,"It is not that I want merely to be called a Christian, but actually to be one. Yes, if I prove to be one, then I can have the name."
4069,"But look at the men who have those perverted notions about the grace of Jesus Christ which has come down to us, and see how contrary to the mind of God they are. . . . They even abstain from the Eucharist and from the public prayers, because they will not admit that the Eucharist is the self-same body of our Savior Jesus Christ which flesh suffered for our sins, and which the Father of His goodness raised up again."
4070,"I hunger for the bread of God, the flesh of Jesus Christ ...; I long to drink of his blood, the gift of unending love."
4071,"Be careful, therefore, to take part only in the one Eucharist; for there is only one Flesh of our Lord Jesus Christ and one cup to unite us with His Blood."
4072,Our task is not one of producing persuasive propaganda; Christianity shows its greatness when it is hated by the world.
4073,"Let no man's place, or dignity, or riches, puff him up; and let no man's low condition or poverty abase him. For the chief points are faith towards God, hope towards Christ, the enjoyment of those good things for which we look, and love towards God and our neighbor."
4074,I would rather die and come to Jesus Christ than be king over the entire earth. Him I seek who died for us; Him I love who rose again because of us.
4075,"For Faith is the beginning and the end is love, and God is the two of them brought into unity. After these comes whatever else makes up a Christian gentleman."
4076,
4077,"It is not expensive to be beautiful. It takes only a little effort to be presentable and beautiful. But it takes some effort. And unfortunately people think of beauty as luxury, beauty as frivolity, ... or extravagance. Beauty is a discipline, beauty is art, is harmony, in the ideological sense and in the theological sense, beauty is God and love made real. And the ultimate reach in this world is beauty."
4078,"I did not have three thousand pairs of shoes, I had one thousand and sixty."
4079,Filipinos want beauty. I have to look beautiful so that the poor Filipinos will have a star to look at from their slums.
4080,"They went into my closets looking for skeletons, but thank God all they found were shoes, beautiful shoes."
4081,I have never been a material girl. My father always told me never to love anything that cannot love you back.
4082,"If you know how rich you are, you are not rich. But me, I am not aware of the extent of my wealth. That's how rich we are."
4083,"Doesn't the fight for survival also justify swindle and theft? In self defence, anything goes."
4084,"If the shoe fits, buy it."
4085,"Win or lose, we go shopping after the election."
4086,"Perception is real, truth is not. I'm not fighting for money and possessions. I'm fighting for something more precious. I pray that as we enter the cyber age -- the Age of Transparency -- the facts and the truth will out."
4087,I am beyond logic and rationality.
4088,"I really had no great love for shoes. I was a working First Lady; I was always in canvas shoes. I did nurture the shoes industry of the Philippines, and so every time there was a shoe fair, I would receive a pair of shoes as a token of gratitude."
4089,"In the material world, where everything is valued, when you commit yourself to God, beauty and love, it can be mistaken for extravagance."
4090,"The Marcos era was the golden time for the Philippines. We had the lowest crime rate in the world in Manila and real development then. At last, people are starting to understand this."
4091,"I am my little people's star and slave. When I go out into the barrios, I get dressed because I know my little people want to see a star. Other presidents' wives have gone to the barrios wearing house dresses and slippers. That's not what people want to see. People want someone they can love, someone to set an example."
4092,"It is shallow people who think beauty is frivolous or excessive. If you are bringing beauty and god, you are enriching the country. Rice feeds the body, books feed the mind, beauty feeds the soul. It is one thing I can really be proud of and stand tall in the world."
4093,Never dress down for the poor. They won't respect you for it. They want their First Lady to look like a million dollars.
4094,I hate ugliness. You know I'm allergic to ugliness.
4095,Beauty is not extravagance; beauty is life.
4096,"I do not have 3,000 pairs of shoes, I have 1,060."
4097,"I get my fingers in all our pies. Before you know it, your little fingers including all your toes are in all the pies."
4098,"It is terribly important to do certain things, such as wear overembroidered dresses. After all, the mass follows class. Class never follows mass."
4099,"Our opponent [Cory Aquino] does not put on any make up. She does not have her fingernails manicured. You know gays. They are for beauty. Filipinos who like beauty, love and God are for Marcos."
4100,They need a role model. They need a star!
4101,
4102,We are not rich by what we possess but by what we can do without.
4103,"Three things tell a man: his eyes, his friends and his favorite quotes"
4104,
4105,"Patience is the strength of the weak, impatience is the weakness of the strong."
4106,"If you punish a child for being naughty, and reward him for being good, he will do right merely for the sake of the reward; and when he goes out into the world and finds that goodness is not always rewarded, nor wickedness always punished, he will grow into a man who only thinks about how he may get on in the world, and does right or wrong according as he finds advantage to himself."
4107,
4108,
4109,Science is organized knowledge. Wisdom is organized life.
4110,The only thing permanent is change.
4111,Most men use their knowledge only under guidance from others because they lack the courage to think independently using their own reasoning abilities. It takes intellectual daring to discover the truth.
4112,
4113,We can judge the heart of a man by his treatment of animals.
4114,Give a man everything he wants and at that moment everything is not everything
4115,Great minds think for themselves.
4116,"THERE ARE TWO THINGS that don't have to mean anything, one is music and the other is laughter."
4117,The two great dividers are religion and LANGUAGE
4118,"Enlightenment is man's leaving his self-caused immaturity. Immaturity is the incapacity to use one's intelligence without the guidance of another. Such immaturity is self-caused if it is not caused by lack of intelligence, but by lack of determination and courage to use one's intelligence without being guided by another. Sapere Aude! Have the courage to use your own intelligence! is therefore the motto of the enlightenment."
4119,The greatest human quest is to know what one must do in order to become a human being.
4120,Look closely. The beautiful may be small.
4121,"Experience without theory is blind, but theory without experience is mere intellectual play."
4122,Perpetual Peace is only found in the graveyard.
4123,"For peace to reign on Earth, humans must evolve into new beings who have learned to see the whole first."
4124,
4125,"The wise man can change his mind; the stubborn one, never."
4126,
4127,Opportunities are not offered. They must be wrested and worked for. And this calls for perseverance... and courage.
4128,"To be liberated, woman must feel free to be herself, not in rivalry to man but in the context of her own capacity and her personality."
4129,"I am proud that I spent the whole of my life in the service of my people ... I shall continue to serve until my last breath and when I die, I can say, that every drop of my blood will invigorate India and strengthen it."
4130,Every new experience brings its own maturity and a greater clarity of vision.
4131,People tend to forget their duties but remember their rights.
4132,"The purpose of life is to believe, to hope, and to strive."
4133,"Without courage, you cannot practice any other virtue. You have to have courage - courage of different kinds: first, intellectual courage, to sort out different values and make up your mind about which is the one which is right for you to follow. You have to have moral courage to stick up to that - no matter what comes in your way, no matter what the obstacle and the opposition is."
4134,"Women sometimes go too far, it's true. But it's only when you go too far that others listen."
4135,"To become capable, one must have faith in oneself."
4136,"Never forget that when we are silent, we are one. And when we speak we are two."
4137,"Whenever you take a step forward, you are bound to disturb something."
4138,Forgiveness is a virtue of the brave.
4139,Mankind will endure when the world appreciates the logic of diversity.
4140,Life is a continuous process of adjustment.
4141,"I don't mind if my life goes in the service of the nation. If I die, every drop of my blood will invigorate the nation."
4142,People with clenched fists can not shake hands.
4143,"A nation' s strength ultimately consists in what it can do on its own, and not in what it can borrow from others."
4144,Nothing that is worthwhile is ever easy.
4145,The greatest of all contraceptives is affluence.
4146,Popularity is not a gurantee of quality.
4147,Let's not forget that in India the symbol of strength is a woman; the goddess Shakti.
4148,The power to question is the basis of all human progress.
4149,"You soon realize that the peak you've climbed was one of the lowest, that the mountain was part of a chain of mountains, that there are still so many, so many mountains to climb...And the more you climb, the more you want to climb - even though you're dead tired."
4150,I fall in love with anything I do and I always try to do it well.
4151,
4152,"Yoga is a way to freedom. By its constant practice, we can free ourselves from fear, anguish and loneliness."
4153,"Sri Krishnamacharya used to tell me: 'Do the Headstand when you are tired and in need of a tonic; when you are unable to fall asleep; when you are hungry, nervous and unhappy. Do it when in need of relaxation, when the brain is clouded, when you are in low spirits. Do it when your thoughts are distracted and you cannot concentrate properly or meditate.'"
4154,Yoga is the art and science of living.
4155,We must keep both our femininity and our strength.
4156,"It becomes necessary to learn how to clear the mind of all clouds, to free it of all useless ballast and debris by dismissing the burden of too much concern with material things."
4157,I do not belong to any religion. Everything is between God and myself.
4158,We women must listen to our inner voice. It is easier for women to do this as they are not afraid to say what they feel.
4159,"Yoga means union, in all its significances and dimensions."
4160,"Tranquillizers do not change our environment, nor do they change our personalities. They merely reduce our responsiveness to stimuli. They dull the keen edge of the angers, fears, or anxiety with which we might otherwise react to the problems of living. Once the response has been dulled, the irritating surface noise of living muted or eliminated, the spark and brilliance are also gone."
4161,Laughter drives shouting away.
4162,"Tell your husbands any bad news when everything is calm, not just as they come through the door."
4163,Men have to descend from their pedestal and learn how to be more broadminded and spiritual.
4164,Freedom is living without chains.
4165,Women must not shout back when their husbands come home and shout at them for any reason.
4166,
4167,"Getting old is like climbing a mountain; you get a little out of breath, but the view is much better!"
4168,"You must train your intuition - you must trust the small voice inside you which tells you exactly what to say, what to decide."
4169,Happiness is good health and a bad memory.
4170,"I regret the things I didn't do, not what I did."
4171,Give me an hour and I'll make a lifetime out of it.
4172,A kiss is a lovely trick to stop speech.
4173,"I was the shyest human ever invented, but I had a lion inside me that wouldn't shut up."
4174,A kiss is a secret told to the mouth instead of the ear; kisses are the messengers of love and tenderness.
4175,I have no regrets. I wouldn't have lived my life the way I did if I was going to worry about what people were going to say.
4176,"I said, ""I don't think I can give you that kind of emotion."" And he [Hitchcock] sat there and said, ""Ingrid, fake it!"" Well, that was the best advice I've had in my whole life, because in all the years to come there were many directors who gave me what I thought were quite impossible instructions and many difficult things to do, and just when I was on the verge of starting to argue with them, I heard his voice coming to me through the air saying, ""Ingrid, fake it!"" It saved a lot of unpleasant situations and waste of time."
4177,"I don't worry about it because we are all growing old. If I were the only one I would worry. But we're all in the same boat, and all of my friends are coming with me. We all go toward old age. How many years left we don't know. We just have to accept it."
4178,"I'm only interested in two kinds of people, those who can entertain me and those who can advance my career."
4179,One is never too old for romance.
4180,"The best way to keep young is to keep going in whatever it is that keeps you going. With me that's work, and a lot of it. And when a job is finished, relax and have fun."
4181,my life has been wonderful. I have done what I felt like. I was given courage and I was given adventure and that has carried me along. And then also a sense of humor and a little bit of common sense. It has been a very rich life.
4182,"A kiss is the natures way to stop a conversation, when the words are superfluous"
4183,There's nothing like a love song to give you a good laugh.
4184,I've never sought success in order to get fame and money; it's the talent and the passion that count in success.
4185,"In Hollywood, you're never any better than your last picture."
4186,"I can do everything with ease on the stage, whereas in real life I feel too big and clumsy. So I didn't choose acting. It chose me."
4187,"Cancer victims who don't accept their fate, who don't learn to live with it, will only destroy what little time they have left."
4188,Just give the Italians a chance for drama and they take it with both hands.
4189,"I hate Sunday, I can't wait for Monday so I can go back to work again."
4190,Time is shortening. But every day that I challenge this cancer and survive is a victory for me.
4191,
4192,"For most of us, for almost all of us, truth can be attained, if at all, only in silence. It is in silence that the human spirit touches the divine."
4193,"Our actions are like ships which we may watch set out to sea, and not know when or with what cargo they will return to port."
4194,We can only learn to love by loving.
4195,"There is no beyond, there is only here, the infinitely small, infinitely great and utterly demanding present."
4196,Happiness is a matter of one's most ordinary everyday mode of consciousness being busy and lively and unconcerned with self.
4197,"Between saying and doing, many a pair of shoes is worn out."
4198,"One of the secrets of a happy life is continuous small treats, and if some of these can be inexpensive and quickly procured so much the better."
4199,"Education doesn’t make you happy. Nor does freedom. We don’t become happy just because we’re free – if we are. Or because we’ve been educated – if we have. But because education may be the means by which we realize we are happy. It opens our eyes, our ears, tells us where delights are lurking, convinces us that there is only one freedom of any importance whatsoever, that of the mind, and gives us the assurance – the confidence – to walk the path our mind, our educated mind, offers."
4200,People from a planet without flowers would think we must be mad with joy the whole time to have such things about us.
4201,Language is a machine for making falsehoods.
4202,The absolute yearning of one human body for another particular body and its indifference to substitutes is one of life's major mysteries.
